ID,Target
12596,0.011349064
29326,0.30686283
24338,0.075486094
11167,0.28400716
22074,0.0078166835
21192,0.05432327
11723,0.041897234
8231,0.17475252
16389,0.0271957
5882,0.2618227
3366,0.068383545
337,0.035587765
6667,0.030817492
18589,0.08040408
22710,0.06761095
29411,0.9581406
27092,0.25996637
7789,0.07650197
1853,0.016774114
19687,0.03696993
21973,0.027263828
31597,0.71780276
15458,0.07363391
32246,0.1623144
31411,0.8618903
78,0.01843748
1568,0.279651
13278,0.044415876
9588,0.0056138043
11564,0.3763243
14917,0.30526823
7951,0.10859379
12416,0.011037129
20288,0.028335579
24286,0.2403336
26560,0.92952204
18471,0.06540639
7401,0.487257
7012,0.023795515
5799,0.028558489
30114,0.81635267
27924,0.20464586
8153,0.10666423
5455,0.6894146
3556,0.3812689
27207,0.10705626
25038,0.9841211
3151,0.027330937
7928,0.2073896
4432,0.13943884
29383,0.9496382
16767,0.26436272
18292,0.19467378
14786,0.14277261
23355,0.050704606
14209,0.116525225
1364,0.05235025
20712,0.057141915
9269,0.011394648
17959,0.030683799
33545,0.7576714
26893,0.03369496
21297,0.031584512
10404,0.021850334
2501,0.05072116
10254,0.41002333
12032,0.037213147
17176,0.043394443
29546,0.8979948
6802,0.27141047
16479,0.025359098
30372,0.013160599
3928,0.12065279
2893,0.061417677
15796,0.045540646
4560,0.036575977
16645,0.019325525
20640,0.093784794
15955,0.09763282
18753,0.049945083
32035,0.0016279102
4492,0.23870437
2664,0.014885667
8347,0.028332066
7799,0.112970896
27672,0.0063027516
14260,0.5077524
11701,0.054730233
18396,0.06478093
3267,0.016574513
24730,0.90827364
8491,0.11593328
8670,0.018333752
23983,0.3010725
16313,0.06484339
17584,0.123036556
4659,0.022647351
4452,0.01541666
8099,0.30896333
12090,0.043911673
740,0.00613918
2244,0.004507167
4759,0.21035121
32107,0.07077506
19849,0.030208355
33494,0.97402203
19177,0.1308301
14554,0.08511978
241,0.031009117
4645,0.009802419
31400,0.83400893
31922,0.8985217
21676,0.006311526
20021,0.48327398
8925,0.12725535
3204,0.19773676
31154,0.3100006
20357,0.40885726
1638,0.021268757
30806,0.96136683
30782,0.8125978
5947,0.015122744
15734,0.012175623
12235,0.061354484
20777,0.035124898
28055,0.0028734158
17588,0.05719558
16771,0.105545565
32239,0.18693194
11871,0.014137114
29822,0.06332624
19179,0.043538805
17906,0.02470151
13712,0.08997244
21131,0.059912875
20646,0.30017182
25637,0.054303724
26836,0.77389365
8174,0.5210225
19302,0.03797411
30936,0.11175739
7068,0.06752657
13169,0.00796381
6103,0.0063612284
405,0.12504448
2296,0.243661
32001,0.8732528
15564,0.15162724
19739,0.17526597
29836,0.91723365
28006,0.899531
8927,0.046640955
11172,0.29848856
16391,0.06327665
651,0.0028074193
2564,0.016817171
20163,0.054144453
1621,0.010492942
12393,0.56762195
30859,0.12515122
25760,0.057384353
32042,0.9438953
15224,0.22327226
30095,0.6852192
29545,0.84863204
29272,0.74913067
1957,0.28859565
21830,0.16619246
18575,0.33612734
19493,0.093951166
29923,0.02379464
29608,0.79638004
25404,0.21629374
13775,0.088258974
5105,0.21337056
30233,0.88062185
32839,0.016145796
15642,0.122354
3431,0.006043356
1133,0.8846745
2721,0.073250614
