ID,Target
12596,0.0569484
29326,0.13363321
24338,0.1677812
11167,0.20562306
22074,0.07887465
21192,0.030629974
11723,0.09069449
8231,0.1057583
16389,0.031429805
5882,0.19934414
3366,0.23879026
337,0.09239464
6667,0.3675601
18589,0.031745546
22710,0.07955184
29411,0.7851174
27092,0.14907612
7789,0.22888196
1853,0.034767598
19687,0.09122635
21973,0.16163541
31597,0.6760109
15458,0.18767835
32246,0.20456335
31411,0.87980396
78,0.02895815
1568,0.23652253
13278,0.18205716
9588,0.053752802
11564,0.11896065
14917,0.16543336
7951,0.105681576
12416,0.08482002
20288,0.12849544
24286,0.37327197
26560,0.8292232
18471,0.13910377
7401,0.30028427
7012,0.2131974
5799,0.0579395
30114,0.49114227
27924,0.28685373
8153,0.1987552
5455,0.39237684
3556,0.22004846
27207,0.3896996
25038,0.96446824
3151,0.06441597
7928,0.328337
4432,0.16541113
29383,0.9167162
16767,0.18436497
18292,0.22642109
14786,0.16144252
23355,0.14881545
14209,0.3143123
1364,0.08144497
20712,0.24330936
9269,0.081741795
17959,0.1313958
33545,0.44303963
26893,0.19592491
21297,0.18189998
10404,0.017180985
2501,0.06193815
10254,0.47146592
12032,0.1318124
17176,0.23172684
29546,0.87486464
6802,0.20165877
16479,0.1534621
30372,0.09883178
3928,0.070897005
2893,0.26383495
15796,0.120980166
4560,0.054200843
16645,0.022256847
20640,0.25451523
15955,0.0687791
18753,0.2510231
32035,0.10035545
4492,0.20697632
2664,0.09712505
8347,0.19037263
7799,0.15385047
27672,0.12878586
14260,0.20137289
11701,0.07985847
18396,0.06276758
3267,0.06498451
24730,0.83110416
8491,0.33124417
8670,0.03794551
23983,0.093228444
16313,0.39597163
17584,0.33582863
4659,0.037827708
4452,0.048937455
8099,0.09919401
12090,0.10537553
740,0.09188637
2244,0.13034905
4759,0.19496116
32107,0.25175586
19849,0.09241284
33494,0.87335867
19177,0.10975564
14554,0.096014835
241,0.112488575
4645,0.023598915
31400,0.66592556
31922,0.62023574
21676,0.1363554
20021,0.46202138
8925,0.33686396
3204,0.1264036
31154,0.47202197
20357,0.31425205
1638,0.102319755
30806,0.9019292
30782,0.6502972
5947,0.09215474
15734,0.03609003
12235,0.09943316
20777,0.16794257
28055,0.039522953
17588,0.05875617
16771,0.14939801
32239,0.14846125
11871,0.018967036
29822,0.12616795
19179,0.083111204
17906,0.08731352
13712,0.36640185
21131,0.049337324
20646,0.24712026
25637,0.09948376
26836,0.5544942
8174,0.443089
19302,0.353598
30936,0.05794091
7068,0.4735973
13169,0.06397303
6103,0.1267456
405,0.16613339
2296,0.14682214
32001,0.72853976
15564,0.13080591
19739,0.27813897
29836,0.7863749
28006,0.6523419
8927,0.20735244
11172,0.21521811
16391,0.11620945
651,0.02562271
2564,0.07839813
20163,0.08213033
1621,0.10805165
12393,0.15735967
30859,0.44406167
25760,0.06856538
32042,0.8197681
15224,0.47677302
30095,0.70597076
29545,0.7243758
29272,0.7145662
1957,0.44693634
21830,0.40293753
18575,0.6467399
19493,0.19844334
29923,0.050217785
29608,0.6419698
25404,0.39586532
13775,0.056176208
5105,0.08481745
30233,0.5747221
32839,0.026911698
15642,0.062844045
3431,0.016878398
1133,0.20949632
2721,0.39115414
10214,0.26973024
11529,0.47988552
9389,0.1293831
23817,0.07173582
5725,0.17838776
20818,0.06575946
17863,0.14721991
29148,0.6369762
6407,0.058493152
9298,0.5102884
10305,0.18031913
30300,0.30283752
17331,0.43589467
9628,0.30786383
28012,0.59012103
7187,0.06931083
26554,0.7615401
11382,0.054411557
443,0.058024265
20181,0.036553085
10571,0.07906219
19125,0.047299907
3855,0.32831568
8721,0.18433805
24612,0.6398316
28820,0.059905443
6732,0.16048975
32195,0.058548868
4466,0.03865129
13947,0.31374222
8718,0.092462145
22621,0.06676198
4066,0.039489128
61,0.20885335
29865,0.7798303
18682,0.30922583
32268,0.025158767
26579,0.073526576
20768,0.045992177
6983,0.17721836
8812,0.020575415
24843,0.15853629
18810,0.09201754
23944,0.047517553
768,0.19678314
11782,0.17252378
6918,0.06783973
5458,0.5534494
3576,0.10515881
10358,0.09582755
28952,0.87727576
26590,0.76247984
28745,0.8287604
6311,0.10377683
10592,0.023500018
20335,0.042936727
7618,0.06703517
23393,0.20126866
691,0.04344872
3357,0.118743
27807,0.30224887
7466,0.16658139
3418,0.058896534
19361,0.12178708
23902,0.06026336
12996,0.030315166
11693,0.12784974
24553,0.049629487
24270,0.888258
12092,0.031492848
19467,0.21905003
6939,0.257745
655,0.06760271
11692,0.10789775
10626,0.26625425
30392,0.40148267
19171,0.46307367
14283,0.07417806
11658,0.3737393
12131,0.42073283
11892,0.18021987
5676,0.2376419
1718,0.17851263
19098,0.2293941
21869,0.09114769
29511,0.6513901
19167,0.16975646
860,0.30113924
4713,0.17780007
13330,0.089176126
9054,0.057309426
30740,0.8756919
26906,0.33516115
20137,0.14066713
15824,0.056271482
2746,0.069431245
30219,0.16118664
13750,0.12504311
3360,0.020483809
31087,0.71581775
15553,0.1629012
23510,0.3334819
13999,0.37401462
16930,0.19396372
25863,0.17840423
29702,0.3460195
32418,0.2905797
2473,0.05397153
25908,0.69079715
30752,0.61738336
20342,0.20237908
33392,0.6231939
31327,0.73938656
23444,0.058223013
12337,0.15406694
19242,0.5626281
28255,0.9168486
8330,0.030316316
19077,0.08554241
23455,0.15341145
14083,0.054837767
20881,0.1770347
6793,0.28297344
16635,0.4377009
30815,0.049707618
30463,0.8595671
30790,0.90823597
32219,0.775479
14697,0.56113833
3787,0.15001547
5950,0.14050367
17659,0.16118209
1410,0.109960206
22938,0.05972407
1071,0.055734605
15503,0.121660635
12157,0.12536208
